city,system,section_heading,sentence,raw_number,parsed_value,is_percentage,label,justification
dublin,baseline,Digital Presence and Accessibility,"Muslim Sisters of Éire combines a detailed soup- run page with news posts dated July 2026, while the Little Flower food-bank page was updated in April 2026.",2026,2026.0,False,NOT_MACHINE_AUDITABLE,no exact-sum match in evidence base
dublin,baseline,Digital Presence and Accessibility,"Muslim Sisters of Éire combines a detailed soup- run page with news posts dated July 2026, while the Little Flower food-bank page was updated in April 2026.",2026,2026.0,False,NOT_MACHINE_AUDITABLE,no exact-sum match in evidence base
dublin,baseline,Digital Presence and Accessibility,"Some genuine entries are digitally dated: Bridgefoot Street’s accessible activity posts are from 2017–2018, the Heritage Community Garden article is archival, and the SVP food-bank impact page is dated 2022.",2017,2017.0,False,NOT_MACHINE_AUDITABLE,no exact-sum match in evidence base
dublin,baseline,Digital Presence and Accessibility,"Some genuine entries are digitally dated: Bridgefoot Street’s accessible activity posts are from 2017–2018, the Heritage Community Garden article is archival, and the SVP food-bank impact page is dated 2022.",2018,2018.0,False,NOT_MACHINE_AUDITABLE,no exact-sum match in evidence base
dublin,baseline,Digital Presence and Accessibility,"Some genuine entries are digitally dated: Bridgefoot Street’s accessible activity posts are from 2017–2018, the Heritage Community Garden article is archival, and the SVP food-bank impact page is dated 2022.",2022,2022.0,False,NOT_MACHINE_AUDITABLE,no exact-sum match in evidence base
dublin,baseline,Digital Presence and Accessibility,"Thirty of the 45 discarded URLs were inaccessible because of social- media login walls, bot or Cloudflare challenges, JavaScript-only shells, internal errors or server failures.",45,45.0,False,AUDITABLE_DIRECT,exact match to evidence value 45
dublin,baseline,Notable Initiatives,"FoodCloud is the most structurally distinctive initiative because it began with a Dublin student idea in 2012 and developed a technology-enabled system linking food businesses, hubs and charities.",2012,2012.0,False,NOT_MACHINE_AUDITABLE,no exact-sum match in evidence base
dublin,baseline,Notable Initiatives,The Capuchin Day Centre is notable for the largest Dublin-specific service volumes reported by any retained page and for more than 57 years of homeless support.,57,57.0,False,NOT_MACHINE_AUDITABLE,no exact-sum match in evidence base
dublin,baseline,Notable Initiatives,"Muslim Sisters of Éire combines a weekly volume of more than 500 people with a volunteer base described as largely migrant and with food-bank, hygiene and advocacy support.",500,500.0,False,NOT_MACHINE_AUDITABLE,no exact-sum match in evidence base
dublin,baseline,Notable Initiatives,"Little Flower Penny Dinners is notable for continuity since 1912, Meals on Wheels every day of the year, and a funding structure in which nearly 80 percent comes from individuals and organisations.",1912,1912.0,False,NOT_MACHINE_AUDITABLE,no exact-sum match in evidence base
dublin,baseline,Notable Initiatives,"Little Flower Penny Dinners is notable for continuity since 1912, Meals on Wheels every day of the year, and a funding structure in which nearly 80 percent comes from individuals and organisations.",80,80.0,False,NOT_MACHINE_AUDITABLE,no exact-sum match in evidence base
dublin,baseline,Notable Initiatives,"Mud Island stands out among gardens for its current 2026 digital activity and for combining food growing with workshops, arts, biodiversity and a library-of-things programme.",2026,2026.0,False,NOT_MACHINE_AUDITABLE,no exact-sum match in evidence base
dublin,baseline,Notable Initiatives,"Screening outcome: 38 of the 83 input URLs were retained as genuine, readable Dublin FSIs and 45 were discarded.",38,38.0,False,AUDITABLE_DIRECT,exact match to evidence value 38
dublin,baseline,Notable Initiatives,"Screening outcome: 38 of the 83 input URLs were retained as genuine, readable Dublin FSIs and 45 were discarded.",83,83.0,False,AUDITABLE_DIRECT,exact match to evidence value 83
dublin,baseline,Notable Initiatives,"Screening outcome: 38 of the 83 input URLs were retained as genuine, readable Dublin FSIs and 45 were discarded.",45,45.0,False,AUDITABLE_DIRECT,exact match to evidence value 45
dublin,baseline,Notable Initiatives,"The discarded set comprised 30 inaccessible or technically blocked pages, 12 generic, duplicate, irrelevant or substantively insufficient pages, two archival or explicitly inactive entries whose current operation could not be supported, and one food bank located in Dublin, California rather than Dublin, Ireland.",30,30.0,False,NOT_MACHINE_AUDITABLE,no exact-sum match in evidence base
dublin,baseline,Notable Initiatives,"The discarded set comprised 30 inaccessible or technically blocked pages, 12 generic, duplicate, irrelevant or substantively insufficient pages, two archival or explicitly inactive entries whose current operation could not be supported, and one food bank located in Dublin, California rather than Dublin, Ireland.",12,12.0,False,NOT_MACHINE_AUDITABLE,no exact-sum match in evidence base
london,pipeline,Geographic Distribution,"London hosts 106 Food Sharing Initiatives (FSIs) across 22 postal districts, with Westminster leading at 33 initiatives, followed by Tower Hamlets (10) and Lambeth (7), reflecting the highest concentrations in the city.",106,106.0,False,AUDITABLE_DIRECT,exact match to evidence value 106
london,pipeline,Geographic Distribution,"London hosts 106 Food Sharing Initiatives (FSIs) across 22 postal districts, with Westminster leading at 33 initiatives, followed by Tower Hamlets (10) and Lambeth (7), reflecting the highest concentrations in the city.",22,22.0,False,AUDITABLE_DIRECT,exact match to evidence value 22
london,pipeline,Geographic Distribution,"London hosts 106 Food Sharing Initiatives (FSIs) across 22 postal districts, with Westminster leading at 33 initiatives, followed by Tower Hamlets (10) and Lambeth (7), reflecting the highest concentrations in the city.",33,33.0,False,AUDITABLE_DIRECT,exact match to evidence value 33
london,pipeline,Geographic Distribution,"London hosts 106 Food Sharing Initiatives (FSIs) across 22 postal districts, with Westminster leading at 33 initiatives, followed by Tower Hamlets (10) and Lambeth (7), reflecting the highest concentrations in the city.",10,10.0,False,AUDITABLE_DIRECT,exact match to evidence value 10
london,pipeline,Geographic Distribution,"London hosts 106 Food Sharing Initiatives (FSIs) across 22 postal districts, with Westminster leading at 33 initiatives, followed by Tower Hamlets (10) and Lambeth (7), reflecting the highest concentrations in the city.",7,7.0,False,AUDITABLE_DIRECT,exact match to evidence value 7
london,pipeline,Geographic Distribution,"These top three districts account for 49.1% of all FSIs, highlighting a stark imbalance in distribution.",49.1%,49.1,True,AUDITABLE_DERIVED,52/106(total)*100=49.06 (within 0.55pp of 49.1)
london,pipeline,Geographic Distribution,"Green (high-density) districts, including Westminster, Tower Hamlets, and Lambeth, collectively host 54.7% of all FSIs, while red (low-density) districts, despite comprising 40.5% of the 22 districts, contain only 10.2% of initiatives.",54.7%,54.7,True,AUDITABLE_DERIVED,sum(43+15)/106(total)*100 [group=_scalar]=54.72 (within 0.55pp of 54.7)
london,pipeline,Geographic Distribution,"Green (high-density) districts, including Westminster, Tower Hamlets, and Lambeth, collectively host 54.7% of all FSIs, while red (low-density) districts, despite comprising 40.5% of the 22 districts, contain only 10.2% of initiatives.",40.5%,40.5,True,AUDITABLE_DERIVED,43/106(total)*100=40.57 (within 0.55pp of 40.5)
london,pipeline,Geographic Distribution,"Green (high-density) districts, including Westminster, Tower Hamlets, and Lambeth, collectively host 54.7% of all FSIs, while red (low-density) districts, despite comprising 40.5% of the 22 districts, contain only 10.2% of initiatives.",22,22.0,False,AUDITABLE_DIRECT,exact match to evidence value 22
london,pipeline,Geographic Distribution,"Green (high-density) districts, including Westminster, Tower Hamlets, and Lambeth, collectively host 54.7% of all FSIs, while red (low-density) districts, despite comprising 40.5% of the 22 districts, contain only 10.2% of initiatives.",10.2%,10.2,True,AUDITABLE_DERIVED,11/106(total)*100=10.38 (within 0.55pp of 10.2)
london,pipeline,Geographic Distribution,"The data reveals a marked contrast between high- and low-density districts, with green areas hosting 2.5 times more FSIs per district than red areas.",2.5,2.5,False,NOT_MACHINE_AUDITABLE,no exact-sum match in evidence base
london,pipeline,Geographic Distribution,"For instance, Westminster’s 33 FSIs equate to 1.5 initiatives per 1,000 residents (assuming a population of 220,000), whereas Lewisham’s single FSI represents 0.004 initiatives per 1,000 residents (assuming a population of 330,000), though per capita metrics remain unverified due to data gaps.",33,33.0,False,AUDITABLE_DIRECT,exact match to evidence value 33
london,pipeline,Geographic Distribution,"For instance, Westminster’s 33 FSIs equate to 1.5 initiatives per 1,000 residents (assuming a population of 220,000), whereas Lewisham’s single FSI represents 0.004 initiatives per 1,000 residents (assuming a population of 330,000), though per capita metrics remain unverified due to data gaps.",1.5,1.5,False,NOT_MACHINE_AUDITABLE,no exact-sum match in evidence base
london,pipeline,Geographic Distribution,"For instance, Westminster’s 33 FSIs equate to 1.5 initiatives per 1,000 residents (assuming a population of 220,000), whereas Lewisham’s single FSI represents 0.004 initiatives per 1,000 residents (assuming a population of 330,000), though per capita metrics remain unverified due to data gaps.","1,000",1000.0,False,NOT_MACHINE_AUDITABLE,no exact-sum match in evidence base
london,pipeline,Geographic Distribution,"For instance, Westminster’s 33 FSIs equate to 1.5 initiatives per 1,000 residents (assuming a population of 220,000), whereas Lewisham’s single FSI represents 0.004 initiatives per 1,000 residents (assuming a population of 330,000), though per capita metrics remain unverified due to data gaps.","220,000",220000.0,False,NOT_MACHINE_AUDITABLE,no exact-sum match in evidence base
london,pipeline,Geographic Distribution,"For instance, Westminster’s 33 FSIs equate to 1.5 initiatives per 1,000 residents (assuming a population of 220,000), whereas Lewisham’s single FSI represents 0.004 initiatives per 1,000 residents (assuming a population of 330,000), though per capita metrics remain unverified due to data gaps.",0.004,0.004,False,NOT_MACHINE_AUDITABLE,no exact-sum match in evidence base
london,pipeline,Geographic Distribution,"For instance, Westminster’s 33 FSIs equate to 1.5 initiatives per 1,000 residents (assuming a population of 220,000), whereas Lewisham’s single FSI represents 0.004 initiatives per 1,000 residents (assuming a population of 330,000), though per capita metrics remain unverified due to data gaps.","1,000",1000.0,False,NOT_MACHINE_AUDITABLE,no exact-sum match in evidence base
london,pipeline,Geographic Distribution,"For instance, Westminster’s 33 FSIs equate to 1.5 initiatives per 1,000 residents (assuming a population of 220,000), whereas Lewisham’s single FSI represents 0.004 initiatives per 1,000 residents (assuming a population of 330,000), though per capita metrics remain unverified due to data gaps.","330,000",330000.0,False,NOT_MACHINE_AUDITABLE,no exact-sum match in evidence base
london,pipeline,Geographic Distribution,"Yellow (medium-density) districts, such as Islington and Waltham Forest, host 4 and 2 initiatives respectively, occupying a middle ground between green and red categories.",4,4.0,False,AUDITABLE_DIRECT,exact match to evidence value 4
london,pipeline,Geographic Distribution,"Yellow (medium-density) districts, such as Islington and Waltham Forest, host 4 and 2 initiatives respectively, occupying a middle ground between green and red categories.",2,2.0,False,AUDITABLE_DIRECT,exact match to evidence value 2
london,pipeline,Types of Food Sharing Initiatives,"London hosts 106 Food Sharing Initiatives (FSIs), with the largest single category being ""unknown"" (22 FSIs, 20.8%), followed by community_garden (18, 17.0%) and food_bank (17, 16.0%).",106,106.0,False,AUDITABLE_DIRECT,exact match to evidence value 106
london,pipeline,Types of Food Sharing Initiatives,"London hosts 106 Food Sharing Initiatives (FSIs), with the largest single category being ""unknown"" (22 FSIs, 20.8%), followed by community_garden (18, 17.0%) and food_bank (17, 16.0%).",22,22.0,False,AUDITABLE_DIRECT,exact match to evidence value 22
london,pipeline,Types of Food Sharing Initiatives,"London hosts 106 Food Sharing Initiatives (FSIs), with the largest single category being ""unknown"" (22 FSIs, 20.8%), followed by community_garden (18, 17.0%) and food_bank (17, 16.0%).",20.8%,20.8,True,AUDITABLE_DIRECT,exact match to evidence value 20.8
london,pipeline,Types of Food Sharing Initiatives,"London hosts 106 Food Sharing Initiatives (FSIs), with the largest single category being ""unknown"" (22 FSIs, 20.8%), followed by community_garden (18, 17.0%) and food_bank (17, 16.0%).",18,18.0,False,AUDITABLE_DIRECT,exact match to evidence value 18
london,pipeline,Types of Food Sharing Initiatives,"London hosts 106 Food Sharing Initiatives (FSIs), with the largest single category being ""unknown"" (22 FSIs, 20.8%), followed by community_garden (18, 17.0%) and food_bank (17, 16.0%).",17.0%,17.0,True,AUDITABLE_DIRECT,exact match to evidence value 17
london,pipeline,Types of Food Sharing Initiatives,"London hosts 106 Food Sharing Initiatives (FSIs), with the largest single category being ""unknown"" (22 FSIs, 20.8%), followed by community_garden (18, 17.0%) and food_bank (17, 16.0%).",17,17.0,False,AUDITABLE_DIRECT,exact match to evidence value 17
london,pipeline,Types of Food Sharing Initiatives,"London hosts 106 Food Sharing Initiatives (FSIs), with the largest single category being ""unknown"" (22 FSIs, 20.8%), followed by community_garden (18, 17.0%) and food_bank (17, 16.0%).",16.0%,16.0,True,AUDITABLE_DIRECT,exact match to evidence value 16
london,pipeline,Types of Food Sharing Initiatives,"Over half of all FSIs (56, 52.8%) incorporate sustainability-focused activities, while 52 (49.1%) integrate educational components, reflecting a strong emphasis on environmental and learning outcomes.",56,56.0,False,AUDITABLE_DIRECT,exact match to evidence value 56
london,pipeline,Types of Food Sharing Initiatives,"Over half of all FSIs (56, 52.8%) incorporate sustainability-focused activities, while 52 (49.1%) integrate educational components, reflecting a strong emphasis on environmental and learning outcomes.",52.8%,52.8,True,AUDITABLE_DERIVED,56/106(total)*100=52.83 (within 0.55pp of 52.8)
london,pipeline,Types of Food Sharing Initiatives,"Over half of all FSIs (56, 52.8%) incorporate sustainability-focused activities, while 52 (49.1%) integrate educational components, reflecting a strong emphasis on environmental and learning outcomes.",52,52.0,False,AUDITABLE_DIRECT,exact match to evidence value 52
london,pipeline,Types of Food Sharing Initiatives,"Over half of all FSIs (56, 52.8%) incorporate sustainability-focused activities, while 52 (49.1%) integrate educational components, reflecting a strong emphasis on environmental and learning outcomes.",49.1%,49.1,True,AUDITABLE_DERIVED,52/106(total)*100=49.06 (within 0.55pp of 49.1)
london,pipeline,Types of Food Sharing Initiatives,"A significant proportion (63, 59.4%) organise events or workshops, indicating active community engagement.",63,63.0,False,AUDITABLE_DIRECT,exact match to evidence value 63
london,pipeline,Types of Food Sharing Initiatives,"A significant proportion (63, 59.4%) organise events or workshops, indicating active community engagement.",59.4%,59.4,True,AUDITABLE_DERIVED,63/106(total)*100=59.43 (within 0.55pp of 59.4)
london,pipeline,Types of Food Sharing Initiatives,"The distribution of FSIs by type highlights the diversity of approaches, with food_sharing (12, 11.3%) and food_gifting (6, 5.7%) representing smaller but distinct subgroups.",12,12.0,False,AUDITABLE_DIRECT,exact match to evidence value 12
london,pipeline,Types of Food Sharing Initiatives,"The distribution of FSIs by type highlights the diversity of approaches, with food_sharing (12, 11.3%) and food_gifting (6, 5.7%) representing smaller but distinct subgroups.",11.3%,11.3,True,AUDITABLE_DIRECT,exact match to evidence value 11.3
london,pipeline,Types of Food Sharing Initiatives,"The distribution of FSIs by type highlights the diversity of approaches, with food_sharing (12, 11.3%) and food_gifting (6, 5.7%) representing smaller but distinct subgroups.",6,6.0,False,AUDITABLE_DIRECT,exact match to evidence value 6
london,pipeline,Types of Food Sharing Initiatives,"The distribution of FSIs by type highlights the diversity of approaches, with food_sharing (12, 11.3%) and food_gifting (6, 5.7%) representing smaller but distinct subgroups.",5.7%,5.7,True,AUDITABLE_DIRECT,exact match to evidence value 5.7
london,pipeline,Types of Food Sharing Initiatives,"The ""unknown"" category (22, 20.8%) contrasts sharply with more defined types like food_bank (17, 16.0%), suggesting variability in how initiatives are classified or reported.",22,22.0,False,AUDITABLE_DIRECT,exact match to evidence value 22
london,pipeline,Types of Food Sharing Initiatives,"The ""unknown"" category (22, 20.8%) contrasts sharply with more defined types like food_bank (17, 16.0%), suggesting variability in how initiatives are classified or reported.",20.8%,20.8,True,AUDITABLE_DIRECT,exact match to evidence value 20.8
london,pipeline,Types of Food Sharing Initiatives,"The ""unknown"" category (22, 20.8%) contrasts sharply with more defined types like food_bank (17, 16.0%), suggesting variability in how initiatives are classified or reported.",17,17.0,False,AUDITABLE_DIRECT,exact match to evidence value 17
london,pipeline,Types of Food Sharing Initiatives,"The ""unknown"" category (22, 20.8%) contrasts sharply with more defined types like food_bank (17, 16.0%), suggesting variability in how initiatives are classified or reported.",16.0%,16.0,True,AUDITABLE_DIRECT,exact match to evidence value 16
london,pipeline,Types of Food Sharing Initiatives,"Sustainability-focused FSIs (56, 52.8%) outnumber those with educational components (52, 49.1%) by a narrow margin, but both figures exceed half of the total, underscoring overlapping priorities.",56,56.0,False,AUDITABLE_DIRECT,exact match to evidence value 56
london,pipeline,Types of Food Sharing Initiatives,"Sustainability-focused FSIs (56, 52.8%) outnumber those with educational components (52, 49.1%) by a narrow margin, but both figures exceed half of the total, underscoring overlapping priorities.",52.8%,52.8,True,AUDITABLE_DERIVED,56/106(total)*100=52.83 (within 0.55pp of 52.8)
london,pipeline,Types of Food Sharing Initiatives,"Sustainability-focused FSIs (56, 52.8%) outnumber those with educational components (52, 49.1%) by a narrow margin, but both figures exceed half of the total, underscoring overlapping priorities.",52,52.0,False,AUDITABLE_DIRECT,exact match to evidence value 52
london,pipeline,Types of Food Sharing Initiatives,"Sustainability-focused FSIs (56, 52.8%) outnumber those with educational components (52, 49.1%) by a narrow margin, but both figures exceed half of the total, underscoring overlapping priorities.",49.1%,49.1,True,AUDITABLE_DERIVED,52/106(total)*100=49.06 (within 0.55pp of 49.1)
london,pipeline,Types of Food Sharing Initiatives,"Notably, 63 FSIs (59.4%) host events or workshops, a rate significantly higher than the 52% with educational components, implying that experiential engagement is a key feature of many initiatives.",63,63.0,False,AUDITABLE_DIRECT,exact match to evidence value 63
london,pipeline,Types of Food Sharing Initiatives,"Notably, 63 FSIs (59.4%) host events or workshops, a rate significantly higher than the 52% with educational components, implying that experiential engagement is a key feature of many initiatives.",59.4%,59.4,True,AUDITABLE_DERIVED,63/106(total)*100=59.43 (within 0.55pp of 59.4)
london,pipeline,Types of Food Sharing Initiatives,"Notably, 63 FSIs (59.4%) host events or workshops, a rate significantly higher than the 52% with educational components, implying that experiential engagement is a key feature of many initiatives.",52%,52.0,True,AUDITABLE_DIRECT,exact match to evidence value 52
london,pipeline,Types of Food Sharing Initiatives,"The absence of clear leadership in the ""unknown"" category (22, 20.8%) may reflect underdocumented or informal efforts, whereas structured programs like food_banks (17, 16.0%) and community_gardens (18, 17.0%) demonstrate more consistent organisational frameworks.",22,22.0,False,AUDITABLE_DIRECT,exact match to evidence value 22
london,pipeline,Types of Food Sharing Initiatives,"The absence of clear leadership in the ""unknown"" category (22, 20.8%) may reflect underdocumented or informal efforts, whereas structured programs like food_banks (17, 16.0%) and community_gardens (18, 17.0%) demonstrate more consistent organisational frameworks.",20.8%,20.8,True,AUDITABLE_DIRECT,exact match to evidence value 20.8
london,pipeline,Types of Food Sharing Initiatives,"The absence of clear leadership in the ""unknown"" category (22, 20.8%) may reflect underdocumented or informal efforts, whereas structured programs like food_banks (17, 16.0%) and community_gardens (18, 17.0%) demonstrate more consistent organisational frameworks.",17,17.0,False,AUDITABLE_DIRECT,exact match to evidence value 17
london,pipeline,Types of Food Sharing Initiatives,"The absence of clear leadership in the ""unknown"" category (22, 20.8%) may reflect underdocumented or informal efforts, whereas structured programs like food_banks (17, 16.0%) and community_gardens (18, 17.0%) demonstrate more consistent organisational frameworks.",16.0%,16.0,True,AUDITABLE_DIRECT,exact match to evidence value 16
london,pipeline,Types of Food Sharing Initiatives,"The absence of clear leadership in the ""unknown"" category (22, 20.8%) may reflect underdocumented or informal efforts, whereas structured programs like food_banks (17, 16.0%) and community_gardens (18, 17.0%) demonstrate more consistent organisational frameworks.",18,18.0,False,AUDITABLE_DIRECT,exact match to evidence value 18
london,pipeline,Types of Food Sharing Initiatives,"The absence of clear leadership in the ""unknown"" category (22, 20.8%) may reflect underdocumented or informal efforts, whereas structured programs like food_banks (17, 16.0%) and community_gardens (18, 17.0%) demonstrate more consistent organisational frameworks.",17.0%,17.0,True,AUDITABLE_DIRECT,exact match to evidence value 17
london,pipeline,Operational and Funding Models,"London hosts 106 Food Sharing Initiatives (FSIs), with the majority (43) being community-led grassroots efforts and 104 operating on a non-commercial basis, relying on voluntary or charitable work.",106,106.0,False,AUDITABLE_DIRECT,exact match to evidence value 106
london,pipeline,Operational and Funding Models,"London hosts 106 Food Sharing Initiatives (FSIs), with the majority (43) being community-led grassroots efforts and 104 operating on a non-commercial basis, relying on voluntary or charitable work.",43,43.0,False,AUDITABLE_DIRECT,exact match to evidence value 43
london,pipeline,Operational and Funding Models,"London hosts 106 Food Sharing Initiatives (FSIs), with the majority (43) being community-led grassroots efforts and 104 operating on a non-commercial basis, relying on voluntary or charitable work.",104,104.0,False,AUDITABLE_DERIVED,sum(52+52)=104
london,pipeline,Operational and Funding Models,"Government-funded initiatives are minimal, numbering only 5, while council-supported programs account for 4, highlighting limited direct public sector involvement.",5,5.0,False,AUDITABLE_DIRECT,exact match to evidence value 5
london,pipeline,Operational and Funding Models,"Government-funded initiatives are minimal, numbering only 5, while council-supported programs account for 4, highlighting limited direct public sector involvement.",4,4.0,False,AUDITABLE_DIRECT,exact match to evidence value 4
london,pipeline,Operational and Funding Models,"NGO-led initiatives total 17, and 18 FSIs employ cooperative models, suggesting a mix of collaborative and structured approaches.",17,17.0,False,AUDITABLE_DIRECT,exact match to evidence value 17
london,pipeline,Operational and Funding Models,"NGO-led initiatives total 17, and 18 FSIs employ cooperative models, suggesting a mix of collaborative and structured approaches.",18,18.0,False,AUDITABLE_DIRECT,exact match to evidence value 18
london,pipeline,Operational and Funding Models,"Notably, 33 FSIs incorporate crowdfunding or donations, and 39 are volunteer-based, underscoring the reliance on informal networks and community contributions for sustainability.",33,33.0,False,AUDITABLE_DIRECT,exact match to evidence value 33
london,pipeline,Operational and Funding Models,"Notably, 33 FSIs incorporate crowdfunding or donations, and 39 are volunteer-based, underscoring the reliance on informal networks and community contributions for sustainability.",39,39.0,False,AUDITABLE_DIRECT,exact match to evidence value 39
london,pipeline,Operational and Funding Models,"Community-led initiatives dominate, but they contrast sharply with formally registered FSIs (26), which are more likely to be NGO- or charity-affiliated.",26,26.0,False,AUDITABLE_DIRECT,exact match to evidence value 26
london,pipeline,Operational and Funding Models,"Of the 43 community-led groups, 28 operate informally, often without legal registration, while 15 FSIs are affiliated with established food networks, potentially enhancing their resource access and coordination.",43,43.0,False,AUDITABLE_DIRECT,exact match to evidence value 43
london,pipeline,Operational and Funding Models,"Of the 43 community-led groups, 28 operate informally, often without legal registration, while 15 FSIs are affiliated with established food networks, potentially enhancing their resource access and coordination.",28,28.0,False,AUDITABLE_DIRECT,exact match to evidence value 28
london,pipeline,Operational and Funding Models,"Of the 43 community-led groups, 28 operate informally, often without legal registration, while 15 FSIs are affiliated with established food networks, potentially enhancing their resource access and coordination.",15,15.0,False,AUDITABLE_DIRECT,exact match to evidence value 15
london,pipeline,Operational and Funding Models,"The 2 commercial or social enterprise FSIs stand out as outliers, reflecting a small but distinct sector.",2,2.0,False,AUDITABLE_DIRECT,exact match to evidence value 2
london,pipeline,Operational and Funding Models,"Volunteer-based models (39) and crowdfunding (33) are more prevalent in community-led groups, whereas NGO-led initiatives may leverage partnerships for funding.",39,39.0,False,AUDITABLE_DIRECT,exact match to evidence value 39
london,pipeline,Operational and Funding Models,"Volunteer-based models (39) and crowdfunding (33) are more prevalent in community-led groups, whereas NGO-led initiatives may leverage partnerships for funding.",33,33.0,False,AUDITABLE_DIRECT,exact match to evidence value 33
london,pipeline,Reach and Activity,"London hosts 106 Food Sharing Initiatives (FSIs), categorized as high (27), medium (46), and low (33) activity levels.",106,106.0,False,AUDITABLE_DIRECT,exact match to evidence value 106
london,pipeline,Reach and Activity,"London hosts 106 Food Sharing Initiatives (FSIs), categorized as high (27), medium (46), and low (33) activity levels.",27,27.0,False,AUDITABLE_DIRECT,exact match to evidence value 27
london,pipeline,Reach and Activity,"London hosts 106 Food Sharing Initiatives (FSIs), categorized as high (27), medium (46), and low (33) activity levels.",46,46.0,False,AUDITABLE_DIRECT,exact match to evidence value 46
london,pipeline,Reach and Activity,"London hosts 106 Food Sharing Initiatives (FSIs), categorized as high (27), medium (46), and low (33) activity levels.",33,33.0,False,AUDITABLE_DIRECT,exact match to evidence value 33
london,pipeline,Reach and Activity,"The total quantified volume of food redistributed, measured in meals, kilograms, or members, amounts to 14,896 units, reflecting the scale of operations.","14,896",14896.0,False,AUDITABLE_DIRECT,exact match to evidence value 14896
london,pipeline,Reach and Activity,"Of these initiatives, 63 collaborate with farms, restaurants, or stores, indicating a strong emphasis on partnerships to source surplus food.",63,63.0,False,AUDITABLE_DIRECT,exact match to evidence value 63
london,pipeline,Reach and Activity,"Target audiences vary significantly, with 72 FSIs addressing the general public, 62 targeting elderly individuals, 27 focusing on low-income populations, 29 on students, and 25 on children.",72,72.0,False,AUDITABLE_DIRECT,exact match to evidence value 72
london,pipeline,Reach and Activity,"Target audiences vary significantly, with 72 FSIs addressing the general public, 62 targeting elderly individuals, 27 focusing on low-income populations, 29 on students, and 25 on children.",62,62.0,False,AUDITABLE_DIRECT,exact match to evidence value 62
london,pipeline,Reach and Activity,"Target audiences vary significantly, with 72 FSIs addressing the general public, 62 targeting elderly individuals, 27 focusing on low-income populations, 29 on students, and 25 on children.",27,27.0,False,AUDITABLE_DIRECT,exact match to evidence value 27
london,pipeline,Reach and Activity,"Target audiences vary significantly, with 72 FSIs addressing the general public, 62 targeting elderly individuals, 27 focusing on low-income populations, 29 on students, and 25 on children.",29,29.0,False,AUDITABLE_DIRECT,exact match to evidence value 29
london,pipeline,Reach and Activity,"Target audiences vary significantly, with 72 FSIs addressing the general public, 62 targeting elderly individuals, 27 focusing on low-income populations, 29 on students, and 25 on children.",25,25.0,False,AUDITABLE_DIRECT,exact match to evidence value 25
london,pipeline,Digital Presence and Accessibility,"All 106 Food Sharing Initiatives (FSIs) in London maintain a digital presence, as evidenced by website data, indicating a strong reliance on online platforms for outreach and coordination.",106,106.0,False,AUDITABLE_DIRECT,exact match to evidence value 106
london,pipeline,Digital Presence and Accessibility,"Of these, 45 FSIs explicitly mention online or digital coordination methods, suggesting a significant portion integrates virtual tools into their operations.",45,45.0,False,AUDITABLE_DIRECT,exact match to evidence value 45
london,pipeline,Digital Presence and Accessibility,"Meanwhile, 52 FSIs operate from physical locations, highlighting the coexistence of digital and in-person models within the sector.",52,52.0,False,AUDITABLE_DIRECT,exact match to evidence value 52
london,pipeline,Digital Presence and Accessibility,"Only 16 FSIs provide details about operating hours or frequency, revealing a notable gap in transparency regarding service availability and consistency.",16,16.0,False,AUDITABLE_DIRECT,exact match to evidence value 16
london,pipeline,Digital Presence and Accessibility,"While 45 FSIs leverage online coordination, the absence of consistent accessibility features on websites—such as screen reader compatibility or language options—raises concerns about inclusivity for users with disabilities or non-English speakers.",45,45.0,False,AUDITABLE_DIRECT,exact match to evidence value 45
london,pipeline,Digital Presence and Accessibility,"Notably, the 52 FSIs with physical locations may face challenges in aligning their offline activities with the digital expectations of participants, particularly if they lack structured schedules.",52,52.0,False,AUDITABLE_DIRECT,exact match to evidence value 52
london,pipeline,Digital Presence and Accessibility,The lack of standardized accessibility reporting across all 106 FSIs suggests a critical area for improvement in ensuring equitable access to food sharing services.,106,106.0,False,AUDITABLE_DIRECT,exact match to evidence value 106
london,pipeline,Notable Initiatives,"London hosts 106 Food Sharing Initiatives (FSIs), with Westminster district containing the highest concentration at 33 FSIs, followed by Tower Hamlets (10) and Lambeth (7).",106,106.0,False,AUDITABLE_DIRECT,exact match to evidence value 106
london,pipeline,Notable Initiatives,"London hosts 106 Food Sharing Initiatives (FSIs), with Westminster district containing the highest concentration at 33 FSIs, followed by Tower Hamlets (10) and Lambeth (7).",33,33.0,False,AUDITABLE_DIRECT,exact match to evidence value 33
london,pipeline,Notable Initiatives,"London hosts 106 Food Sharing Initiatives (FSIs), with Westminster district containing the highest concentration at 33 FSIs, followed by Tower Hamlets (10) and Lambeth (7).",10,10.0,False,AUDITABLE_DIRECT,exact match to evidence value 10
london,pipeline,Notable Initiatives,"London hosts 106 Food Sharing Initiatives (FSIs), with Westminster district containing the highest concentration at 33 FSIs, followed by Tower Hamlets (10) and Lambeth (7).",7,7.0,False,AUDITABLE_DIRECT,exact match to evidence value 7
london,pipeline,Notable Initiatives,"Of these, 27 FSIs are classified as high-popularity, indicating significant local engagement or impact, while 52 incorporate educational components such as workshops or training programs.",27,27.0,False,AUDITABLE_DIRECT,exact match to evidence value 27
